number,top100producturl,price,title,description,productinformation,countreview,weightvalue,weightmeasure,longestest,shortest,median,rank,sales
27,https://www.amazon.com/dp/B07R1Z1WHD/ref=sspa_dk_detail_1?psc=1&pd_rd_i=B07R1Z1WHD&pd_rd_w=32b6Z&pf_rd_p=45a72588-80f7-4414-9851-786f6c16d42b&pd_rd_wg=GiXFN&pf_rd_r=GPDTD5J43J549Q6D1TN7&pd_rd_r=988b314d-47df-4c3d-9b20-fbd54debc646&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzOVo5TkdSSTc2MEMzJmVuY3J5cHRlZElkPUEwMzk1MDkzM081WTZRRDJEUDkyTiZlbmNyeXB0ZWRBZElkPUEwNjI2NDM0M041QllBRkswNUFDRSZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,39.99,"Perfect Keto Protein Snacks - Box of 12 Bars - Low Carb Diet Friendly with Coconut Oil, Collagen, No Added Sugar - Sweet Treat in Chocolate Chip Flavor - Individual Packs for Travel, Hiking","PROTEIN PACKED: Contains organic almonds, cocoa butter, stevia, 19g of fat, and more than 11g of grass-fed collagen. A combo of protein and healthy fats will keep you satisfied until your next meal.
HEALTHY & TEMPTING: When you’re craving a sweet treat, these bars are your best low carb, nutritious option. Stay committed to your diet, whether you eat one for breakfast or enjoy as dessert.
GRAB TO GO: Single packaged bars are easy to eat during travel, work, and pre or post-gym. Stash some in your bag, office, or car. Choose from a bulk box of 12 bars, or 3 boxes containing 36 total.
KETO APPROVED: There are no fillers or additives, only clean, quality ingredients that taste great. Available in a variety of flavors, all of which have zero added sugar and only 3 net carbs per bar.
MANAGE BLOOD SUGAR: Keto-friendly bar won’t spike glucose. We use soluble tapioca fiber, which helps regulate blood sugar, promote heart health, aid in proper digestion, and keep you in ketosis.","Product details
Size: 12 Count (Pack of 1) | Color: Choc Chip Cookie Dough
Product Dimensions: 8.3 x 5.1 x 2 inches ; 1.2 pounds
Shipping Weight: 1.3 pounds (View shipping rates and policies)
ASIN: B07R1Z1WHD
UPC: 850000124745
Average Customer Review:
1,243 customer reviews
Amazon Best Sellers Rank: #8,861 in Health & Household (See Top 100 in Health & Household)
#154 in Sports Nutrition Protein Bars
Product Warranty: For warranty information about this product, please click here
Would you like to tell us about a lower price?",30,1.2,pounds,8.3,2,5.1,8861,3 (30 Days Avg)
39,https://www.amazon.com/dp/B003Y5DOJC/ref=sspa_dk_detail_10?psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyQldIUUFHMU1TRlk5JmVuY3J5cHRlZElkPUEwNDYzODAwMkRGRk9SNVdJVDJZTSZlbmNyeXB0ZWRBZElkPUEwNjkxNzczMVBRSVdIWTJEWDBKOSZ3aWRnZXROYW1lPXNwX2RldGFpbDImYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,34.99,"Aquapod Water Bottle Rocket Launcher - Launch 2 Liter Soda Bottles Up to 100 ft in the Air - The Cool Backyard Toy Gift that makes Outdoors Fun for Kids, Teenagers, and Adults","The Aquapod Bottle Launcher uses science and pressure to propel ordinary 2-liter plastic soda bottles up to 100 feet in the air!
Portable and easy to use- The Aquapod Water Rocket Bottle Launcher provides hours of outdoor fun and excitement!
Cool Backyard Toy- Features a durable one piece design with a built-in pressure release safety valve - Tested for safety and durability!
Teaches educational concepts of science, technology, engineering, math (STEM) and more!
For ages 14+ and great gift for teenage boys and girls. Outdoor use only. Requires a 2-liter plastic soda bottle and a bicycle pump (NOT included).","Product information
Product Dimensions 13 x 13.5 x 7.8 inches
Item Weight 1.2 pounds
Shipping Weight 1.45 pounds (View shipping rates and policies)
Domestic Shipping Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.
International Shipping This item can be shipped to select countries outside of the U.S. Learn More
Shipping Advisory This item must be shipped separately from other items in your order. Additional shipping charges will not apply.
ASIN B003Y5DOJC
Item model number GAP 1002
Manufacturer recommended age 14 years and up
Best Sellers Rank #9,013 in Toys & Games (See Top 100 in Toys & Games)
#9 in Model Rockets & Kits
Customer Reviews
423 ratings
4.0 out of 5 stars
Warranty & Support
Product Warranty: For warranty information about this product, please click here
Feedback
If you are a seller for this product, would you like to suggest updates through seller support?
Would you like to tell us about a lower price?",423,1.45,pounds,13.5,7.8,13,9013,3 (30 Days Avg)
22,https://www.amazon.com/dp/B0040ZOD0Y/ref=sspa_dk_detail_0?psc=1&pd_rd_i=B0040ZOD0Y&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExTTdYVzgxNkQ4WVBQJmVuY3J5cHRlZElkPUEwNzMzMTM4MjZYMk1WSjhXMDUxMyZlbmNyeXB0ZWRBZElkPUEwOTEzMTE4MlZaWU1PQ1NKR1BXJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,59.59,NA,NA,NA,156,1,ounce,2,2,2,9999,2 (30 Days Avg)
26,https://www.amazon.com/dp/B074B5Q8CT/ref=sspa_dk_detail_0?psc=1&pd_rd_i=B074B5Q8CT&pd_rd_w=32b6Z&pf_rd_p=45a72588-80f7-4414-9851-786f6c16d42b&pd_rd_wg=GiXFN&pf_rd_r=GPDTD5J43J549Q6D1TN7&pd_rd_r=988b314d-47df-4c3d-9b20-fbd54debc646&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzOVo5TkdSSTc2MEMzJmVuY3J5cHRlZElkPUEwMzk1MDkzM081WTZRRDJEUDkyTiZlbmNyeXB0ZWRBZElkPUExMDI2MzA4QkcxOEMzTFA2MUFQJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,29.99,Permalean Peanut Butter Crunch Whey Protein Isolate Bars | 23g Protein Per Bar | Gluten Free | Non-GMO | 4g Sugar | 100% Natural | Low Carb | High Fiber Bars - Box of 12 by EnergyFirst,"THE HIGH-QUALITY PROTEIN BLEND: The 23g of protein come from high-quality protein blend that includes milk protein isolate and whey protein isolate, both of which are concentrated sources of protein with virtually no fat, carbohydrates, or lactose (milk sugars). The impressively high amino acid composition stimulates muscle growth, making it ideal for gaining and maintaining lean muscle mass. The amino acids in whey protein isolate are rapidly absorbed, making them suitable for a post-workout.
MEAL REPLACEMENT PROTEIN BARS: Our EnergyFirst Permalean healthy high protein bars are designed to help build a leaner body, burn extra fat, and provide nutrition without polluting your diet with empty calories. These high-protein, low-carb energy bars are crafted according to our strictest standards for optimal health and nutrition.
MIX OF ALL ESSENTIAL INGREDIENTS: Chock-full and brimming with the most exquisite essential ingredients including real Peanut Butter so unbelievably decadent you will think you are cheating – but Permalean is the only high protein, low sugar, low carb protein, low calorie protein bar with no preservatives, no GMO ingredients, nothing artificial and no hydrogenated oils.
LESS THAN 4 GRAMS OF SUGAR PER BAR: A gluten-free Peanut Butter Crunch protein bar should improve your diet... not overwhelm it with sugar, artificial sweeteners, cheap fillers and synthetic ingredients. Many protein bars on the market have sugar as the dominant ingredient, EnergyFirst Permalean Protein Bars have less than 4 grams of sugar!
OUR CUSTOMERS LOVE OUR BARS: The most scrumptious, creamy, flavorful, sweet tasting natural Peanut Butter protein bar on the market smothered in our guilt-free, melt-in-your-mouth Peanut Butter coating all with 23g of protein, less than 4g of sugar & 9g of fiber.","Product details
Flavor: Peanut Butter Crunch | Size: 12 Bars
Product Dimensions: 7 x 6 x 2 inches
Shipping Weight: 1.6 pounds (View shipping rates and policies)
ASIN: B074B5Q8CT
Average Customer Review:
13 customer reviews
Amazon Best Sellers Rank: #181,197 in Health & Household (See Top 100 in Health & Household)
#1233 in Sports Nutrition Protein Bars
Product Warranty: For warranty information about this product, please click here
Would you like to tell us about a lower price?",30,1.6,pounds,7,2,6,9999,2 (30 Days Avg)
33,https://www.amazon.com/dp/B07MYWMKNK/ref=sspa_dk_detail_0?psc=1&pd_rd_i=B07MYWMKNK&pd_rd_w=PkvdS&pf_rd_p=45a72588-80f7-4414-9851-786f6c16d42b&pd_rd_wg=ge7n3&pf_rd_r=1Y1E32MPYPF7X345Q19A&pd_rd_r=e794ab0f-00d5-48e2-a3a9-8c11fa90bc33&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFNSTROSDdaTE41RiZlbmNyeXB0ZWRJZD1BMDk1NDg3NDFBRERJWEJWR1NYR1kmZW5jcnlwdGVkQWRJZD1BMDU2MjYyMzNKUTdOUFlQVkVMWkQmd2lkZ2V0TmFtZT1zcF9kZXRhaWwmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,59.59,NA,NA,NA,1447,1,ounce,2,2,2,9999,2 (30 Days Avg)
125,https://www.amazon.com/dp/B07KRZJ4YW/ref=sspa_dk_detail_8?psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzQUU5WEg0UEVFVE9YJmVuY3J5cHRlZElkPUEwOTc2MDEzMVFJVDQ1UFk0N05ZOSZlbmNyeXB0ZWRBZElkPUEwNjg2MDcwMUtPUUNXM1JQN0dEMyZ3aWRnZXROYW1lPXNwX2RldGFpbDImYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,28.99,Cleanly Fabric Softener Organic Fabric Conditioner 250 ml | Vegan | Fabric Conditioner Lavender | Alternative to Fabric Softener Tablets,"👗EFFECTIVE: Cleanly Laundry Softener is a very effective product to naturally soften and refresh your laundry with the rich aroma of essential oils
👗 SOFTER CLOTHES & FRESH FRAGRANCE: Cleanly Laundry Softener makes your clothes softer and more comfortable to wear and adds a fresh fragrance
👗 LONGER LIFE: Our fabric softener increases the life of your clothes by lightly conditioning, helping clothes to retain their natural elasticity
👗 NATURAL: Our product is a mix of multiple essential oils and does not any kind of harsh ingredients which makes it mild and safe to use
👗 MADE IN GERMANY: Cleanly is tested and developed in Germany by our expert team - We make sure to deliver the best quality","Product information
Package Dimensions 5.5 x 2.2 x 2 inches
Item Weight 9.9 ounces
Shipping Weight 9.9 ounces (View shipping rates and policies)
Manufacturer Vivere GmbH
ASIN B07KRZJ4YW
Warranty & Support
Product Warranty: For warranty information about this product, please click here
Feedback
If you are a seller for this product, would you like to suggest updates through seller support?
Would you like to tell us about a lower price?",15,9.9,ounces,5.5,2,2.2,9999,2 (30 Days Avg)
68,https://www.amazon.com/dp/B07PKS12H6/ref=sspa_dk_detail_1?psc=1&pd_rd_i=B07PKS12H6&pd_rd_w=tJjRN&pf_rd_p=45a72588-80f7-4414-9851-786f6c16d42b&pd_rd_wg=9F8mL&pf_rd_r=QDCVX0N1RTVPQNV866GC&pd_rd_r=1b94579f-e6fc-4420-b10c-706a54755d7f&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFNVlpQMTc2VVRJMjcmZW5jcnlwdGVkSWQ9QTAwMjkyNDEyRDRRSEJQRDBPSEVXJmVuY3J5cHRlZEFkSWQ9QTAyOTI0MzkyWE1GVEVZWUxGU0NNJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,27.95,"Super Greens Chocolate | #1 Green Veggie Superfood Powder | 100% USDA Organic Non-GMO Vegan Supplement | 30 Servings | 20+ Whole Foods (Wheat Grass, Spirulina, Chlorella), Probiotics, Fiber, Enzymes","NEW FLAVOR: CHOCOLATE | Lots of people love our Original flavor--it’s light and grassy with a hint of natural sweetness from monk fruit extract. Our Chocolate flavor has the exact same blend of healthy ingredients (and the same level of sweetness) as our Original, but we zhuzh it up with a few shakes of unsweetened, fair-trade cocoa powder and a dash of our 100% natural “essence of chocolate.”
COMPREHENSIVE: IT’S ALL IN THERE | We set out to make the most comprehensive blend of greens powder on the market. Super Greens is crafted to be as close to perfect as we can get. We wanted everything all in one powdered scoop and so we made Super Greens. We selected ingredients that work together harmoniously to give you maximum benefit on the daily. Super Greens is packed with phytonutrients to help promote healthy energy levels without the crash you get from caffeine, sugar or energy drinks.
100% ORGANIC, NON-GMO AND VEGAN | We believe that nutritional supplements should be like mother’s milk: naturally sourced, full of good stuff, but nothing extra and easy for your body to absorb. We are relentless about sourcing the best, most natural, ethically produced ingredients available. This green superfood powder formula is non-GMO, and is now vegan and 100% certified USDA organic. Not only that, Chocolate Super Greens powder is third party tested to ensure you’re getting all the good stu
MAXIMUM BOOST: HELPING YOUR BODY ABSORB NUTRIENTS | The most potent, nutrient-rich supplement is worthless if your body can’t extract the good stuff. The blend of fruits and vegetables (including superfoods like kale and acai berry) is ground into a fine powder to give you a potent boost of micronutrients that can be absorbed by the body quickly and easily. We add enzymes and dairy-free probiotics to help your digestive system absorb maximum benefit from Super Greens and everything else you eat.",NA,8,12,ounce,4.4,3.6,3.6,10361,2 (30 Days Avg)
75,https://www.amazon.com/dp/B002TU58QA/ref=sspa_dk_detail_7?psc=1&pd_rd_i=B002TU58QA&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFNMVZGRjdQTEk2Q1AmZW5jcnlwdGVkSWQ9QTAxMDUyMjMzSDhFNVJMSjY1TkhDJmVuY3J5cHRlZEFkSWQ9QTAzMTU1MjcxUkdaTkdYOTBMVFJZJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,31.95,"Bluebonnet Nutrition Albion Buffered Chelated Magnesium 200 mg Vegetable Capsules, Stress Relief, Vegan, Non GMO, Gluten Free, Soy Free, Milk Free, Kosher, 120 Vegetable Capsules, 2 Month Supply","Contains 200 mg of Magnesium from Magnesium Bisglycinate & Magnesium Oxide, Albion Chelated Mineral in easy to swallow vegetable capsules
Supports Energy Production Critical for Enzyme Function
120 Vegetable Capsules, 120 Servings
Soy-Free, Gluten-Free, Non-GMO, Kosher Certified, Dairy-Free, Vegan
Free of milk, egg, fish, crustacean shellfish, tree nuts, peanuts, wheat and soybeans. Also free of yeast, gluten, barley and sugar.","Product details
Size: 120
Product Dimensions: 2.5 x 2.5 x 5 inches ; 13.6 ounces
Shipping Weight: 14.4 ounces (View shipping rates and policies)
Domestic Shipping: Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.
International Shipping: This item can be shipped to select countries outside of the U.S. Learn More
ASIN: B002TU58QA
UPC: 885710025877 767644553513 743715006737
Item model number: 673
Average Customer Review:
121 customer reviews
Amazon Best Sellers Rank: #10,733 in Health & Household (See Top 100 in Health & Household)
#111 in Magnesium Mineral Supplements
#2893 in Sales & Deals
Would you like to tell us about a lower price?",8,13.6,ounce,5,2.5,2.5,10733,2 (30 Days Avg)
61,https://www.amazon.com/dp/B078X1C28V/ref=sspa_dk_detail_9?psc=1&pd_rd_i=B078X1C28V&pd_rd_w=ohm9V&pf_rd_p=45a72588-80f7-4414-9851-786f6c16d42b&pd_rd_wg=e2Xfk&pf_rd_r=XHWAG6SGYJ46F41R9S0G&pd_rd_r=63537e2d-84a4-4cb3-ad52-3f1bec164841&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUE0M1c2TTNPUlo0MUsmZW5jcnlwdGVkSWQ9QTAyNTYxMzYyOTJDNzJCU0xCTVZNJmVuY3J5cHRlZEFkSWQ9QTA3MDc2NjkxQlJRUldHRUxXSkE0JndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,27.45,"(3 Bottles) Vitamin D3 5000 IU in USDA Certified Organic Avocado Oil, 270 Mini Softgels, Non-GMO, Soy Free, Gluten Free, Supports Healthy Bones and Immune Function, 9 Month Supply","*** 3 BOTTLES *** SMARTER VITAMIN D3 5000IU
USDA CERTIFIED EXTRA-VIRGIN AVOCADO OIL - VIT D3 5000 IU SOFTGELS Enhanced with Cold-Pressed Avocado Oil.
GLUTEN & SOY FREE - SmarterVitamins Vitamin D3 5000 IU is Free of Artificial Colors, Gluten, Corn, Eggs, Milk, Wheat, Peanut, Sugar, Starch, Sodium, Lactose, Preservatives and Soy.
ACTIVE FORM - Our Vitamin D3 5000 IU delivers the same biologically active form of vitamin D produced by the body as a result of sun exposure, without exposure to UVB rays.* The Vitamin D Council recommends 5000 UNITS of Vitamin D3 daily for adults to achieve and maintain optimal levels.
VITAMIN D 5000IU MINI SOFTGELS BENEFITS - Vitamin D supports over 3000 cells in your body, bone health, healthy muscle function, immune support and dental & teeth health.",NA,155,2.4,ounce,3.5,1,3,10816,2 (30 Days Avg)
32,https://www.amazon.com/dp/B07WL7C1ZM/ref=sspa_dk_detail_11?psc=1&pd_rd_i=B07WL7C1ZM&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFQMkJMOVE4WjlSRE8mZW5jcnlwdGVkSWQ9QTEwMzQwNjAzRVU0ODk2MFlNQTY2JmVuY3J5cHRlZEFkSWQ9QTA5NDgwNjUxVkNZTTNYMEhJUVlQJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,39.99,"Perfect Keto Protein Snacks - Box of 12 Bars - Low Carb Diet Friendly with Coconut Oil, Collagen, No Added Sugar - Sweet Treat - Individual Packs for Travel, Hiking","PROTEIN PACKED: Contains organic almonds, cocoa butter, stevia, 19g of fat, and more than 11g of grass-fed collagen. A combo of protein and healthy fats will keep you satisfied until your next meal.
HEALTHY & TEMPTING: When you’re craving a sweet treat, these bars are your best low carb, nutritious option. Stay committed to your diet, whether you eat one for breakfast or enjoy as dessert.
GRAB TO GO: Single packaged bars are easy to eat during travel, work, and pre or post-gym. Stash some in your bag, office, or car. Choose from a bulk box of 12 bars, or 3 boxes containing 36 total.
KETO APPROVED: There are no fillers or additives, only clean, quality ingredients that taste great. Available in a variety of flavors, all of which have zero added sugar and only 3 net carbs per bar.
MANAGE BLOOD SUGAR: Keto-friendly bar won’t spike glucose. We use soluble tapioca fiber, which helps regulate blood sugar, promote heart health, aid in proper digestion, and keep you in ketosis.","Product details
Size: 12 Count (Pack of 1) | Color: Cinnamon Roll
Shipping Weight: 1.3 pounds (View shipping rates and policies)
ASIN: B07WL7C1ZM
UPC: 850000124912
Average Customer Review:
1,243 customer reviews
Amazon Best Sellers Rank: #11,352 in Health & Household (See Top 100 in Health & Household)
#179 in Sports Nutrition Protein Bars
Product Warranty: For warranty information about this product, please click here
Would you like to tell us about a lower price?",30,1.3,pounds,2,2,2,11352,2 (30 Days Avg)
