Souq?,top100producturl,price,title,description,productinformation,countreview,weightvalue,weightmeasure,longestest,shortest,median
,https://www.amazon.com/dp/B07DQSPZRQ/ref=sspa_dk_detail_9?psc=1&pd_rd_i=B07DQSPZRQ&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExVzNDR1E4QTRLWlM0JmVuY3J5cHRlZElkPUEwMTQwNjM0S0kzSkk3RjZFNVlEJmVuY3J5cHRlZEFkSWQ9QTA4Mzg5OTMxSE1JV0dUQzFSMldNJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,29.99,"Musical Shape Sorter Plane, Pull-Along Toy - Talking and Singing Airplane Toy with Music for Toddlers and Kids, Ages 12 to 48 Months","MULTISENSORY LEARNING FUN: This adorable little talking airplane is designed to provide a well-rounded learning experience for babies and toddlers ages 12m+.
INTRODUCTION TO LETTERS, NUMBERS, AND SHAPES: The colorful blocks with educational symbols help children as young as 12 months begin to identify shapes, letters, and numbers.
DEVELOPMENT OF FINE MOTOR SKILLS: Every child finds fun and satisfaction placing the correct block into the appropriately shaped receptacle. The built-in sorting activity includes four shapes: triangle, heart, circle and square.
LIGHT AND SOUND TO STIMULATE THE IMAGINATION: Three light-up buttons on top play fun phrases, sound effects, and cheerful melodies.
PULL ALONG FOR FUN ON THE GO: Once all the cargo has been loaded youÅEÄÅEre ready for takeoff! Pull the airplane along to make the propeller spin and the eyes move around.","Product information
Package Dimensions 7.9 x 7.8 x 5.3 inches
Item Weight 1.46 pounds
Shipping Weight 1.46 pounds (View shipping rates and policies)
ASIN B07DQSPZRQ
Manufacturer recommended age 12 months and up
Best Sellers Rank #45,989 in Toys & Games (See Top 100 in Toys & Games)
#178 in Toddler Music & Sound Toys
#224 in Baby Musical Toys
Customer Reviews
28 ratings
4.7 out of 5 stars
Warranty & Support
Product Warranty: For warranty information about this product, please click here
Feedback
If you are a seller for this product, would you like to suggest updates through seller support?
Would you like to tell us about a lower price?",28,1.46,pounds,7.9,5.3,7.8
,https://www.amazon.com/Munchkin-Miracle-Trainer-Purple-Count/dp/B07Q1SZBB7/ref=zg_bs_baby-products_70?_encoding=UTF8&psc=1&refRID=TS8HTYBEGKB7G311F5VW,59.59,"Munchkin Miracle 360 Trainer Cup, Pink/Purple, 7 oz, 2 Count","Set of two (2) 7 ounce toddler cups with dentist recommended spout less design
360 degree drinking edge eliminates spills completely
Cup automatically seals when you are done drinking
Handles are easy for little hands to hold
Easy to clean with no extra valves or parts
BPA free, top rack dishwasher safe, 6+ months",NA,5876,8.8,ounces,8.2,4,7.8
,https://www.amazon.com/Sassy-Stacks-Circles-Stacking-Learning/dp/B07NXDJ52C/ref=zg_bs_baby-products_72?_encoding=UTF8&psc=1&refRID=DBSRWK8MVGKG03PZPYBW,59.59,"Sassy Stacks of Circles Stacking Ring STEM Learning Toy, 9 Piece Set, Age 6+ Months","Straight post accepts different sized rings, strengthening hand-eye coordination
Chunky rings make it easy for baby to grasp, strengthening fine motor skills
Each ring features a different texture and weight; Textural variety is great for mouthing!
Colorful beads in the clear ring allowing baby to connect the sound to sight
9 piece set
Manufacturer Age: 6 to 24 months",NA,246,12,ounces,8,4.2,4.2
,https://www.amazon.com/Graco-Simple-Sway-Swing-Abbington/dp/B00PTL15D6/ref=zg_bs_baby-products_74?_encoding=UTF8&psc=1&refRID=D96DEH224MQANJTRGYSK,29.99,"Infantino Flip 4-in-1 Convertible Carrier, Grey","Infants 8-32 pounds
4 ways to carry baby-facing in narrow seat for newborns, facing in wide seat for older babies, facing out narrow seat for babies with head control and back carry wide seat for older babies and toddlers
Includes wonder cover 2-in 1 bib to protect your carrier and clothes
Machine washable
Adjustable seat, leg openings, straps and waist belt for a completely customized fit",NA,10.2,4.3,10.2,,,
,https://www.amazon.com/Munchkin-Bath-Little-Train-Count/dp/B00PHWMNYW/ref=zg_bs_baby-products_75?_encoding=UTF8&psc=1&refRID=D1T86S788ENJ15H752PX,59.59,"Munchkin Bath Toy, Little Boat Train, 6 Count","Six boats float and link together to create a ""little boat train ""
Boats have funny faces and are numbered 1-2-3 for counting, ordering and number identification games
Boats can scoop up water and strain when turned upside down
Lightweight and easy for baby to grasp
Play Patterns: Hand + Eye Coordination; Language + Learning",NA,863,0.32,ounces,4.6,2.2,2.3
,https://www.amazon.com/dp/B07T5CC7Y8/ref=sspa_dk_detail_0?psc=1&pd_rd_i=B07T5CC7Y8&pd_rd_w=HqRQ3&pf_rd_p=45a72588-80f7-4414-9851-786f6c16d42b&pd_rd_wg=biEGK&pf_rd_r=SGP9ZPKQGV0DGWGHW224&pd_rd_r=ea6d51e6-a454-462d-85de-da8680442412&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFJRDFNVk1MVzNFSFYmZW5jcnlwdGVkSWQ9QTA5Mjc4MzMxWDlCTUo5VlhGUzZUJmVuY3J5cHRlZEFkSWQ9QTA1MDUwMzYzR1lTWlBVRDQ3R0xCJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,32.99,"Gizmovine Baby Bath Toys for Toddlers, Bathtub Toys for Boys and Girls, Safe Submarine Bath Toy Boat Bath Time Squirt Water Toys with Hand Shower and More","Safe Toy: The bath toy is made of high-quality material, free from BPA, PVC, and Phthalates. It is tested by ASTM, CPSIA, CPC, and all passed
Easy To Install and Use: The submarine spray station has a strong suction cup at the backside, just attach the suction cups on the tub. water is drawn through the submarine to the diver shower head creating a safe, steady stream
Smooth Edges: The edges of the bathtub toy are smooth and well finished. You don't have to worry about babies getting hurt. The bath toy for toddlers can be used for everyday bath activities. It is great for babies 18 months old and up
Basic Early Education: Spray bathtub fountain toy encourages your child to independent play and exploration during bath time. they are also great for children to grow hand-eye coordination, motor skills and shape recognition
What You Get: GizmoVine baby water spray toys for toddlers kids 1 2 3 years old, our worry-free 90-day warranty and friendly customer service","Product information
Style:submarine bath toy
Package Dimensions 9.2 x 6.7 x 3.6 inches
Item Weight 1.3 pounds
Shipping Weight 1.3 pounds (View shipping rates and policies)
ASIN B07T5CC7Y8
Manufacturer recommended age 12 months and up
Best Sellers Rank #14,726 in Toys & Games (See Top 100 in Toys & Games)
#78 in Baby Bath Toys
#146 in Bathtub Toys
Customer Reviews
44 ratings
3.4 out of 5 stars
Warranty & Support
Product Warranty: For warranty information about this product, please click here
Feedback
If you are a seller for this product, would you like to suggest updates through seller support?
Would you like to tell us about a lower price?",40,1.3,pounds,9.2,3.6,6.7
,https://www.amazon.com/dp/B07D5C434Q/ref=sspa_dk_detail_1?psc=1&pd_rd_i=B07D5C434Q&pd_rd_w=HqRQ3&pf_rd_p=45a72588-80f7-4414-9851-786f6c16d42b&pd_rd_wg=biEGK&pf_rd_r=SGP9ZPKQGV0DGWGHW224&pd_rd_r=ea6d51e6-a454-462d-85de-da8680442412&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFJRDFNVk1MVzNFSFYmZW5jcnlwdGVkSWQ9QTA5Mjc4MzMxWDlCTUo5VlhGUzZUJmVuY3J5cHRlZEFkSWQ9QTAyMDM1NTZYTjU5RzJSQzhQQTQmd2lkZ2V0TmFtZT1zcF9kZXRhaWwmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,29.97,Foam Bath Toys 100% Non-Toxic Bathtub Alphabet - Free Bath Toy Organizer - Fun Foam Puzzles - Educational Floating Toys for Boys Girls - Early Learning Letters Animals Colors - 52 Pcs - Set ÅEÅEÅE2,"ÅEÅEÅE FOAM BATH LETTERS 100% NON-TOXIC: We have gone to great effort with extensive testing to make the highest quality.Foam bath toys are certified to U.S./E.U. toy safety standards
ÅEÅEÅE FUN & EDUCATIONAL BATH ALPHABET! These premium-quality foam bath toys stimulate your childÅEÄÅEs senses, making bath-time an enjoyable experience.
ÅEÅEÅE FREE TOY ORGANIZER with every purchase! Playtime is fun, but unfortunately leaves a mess. Our mesh-made toy bag allows for convenient storage of all those accessories.
ÅEÅEÅE EARLY LEARNING PRESCHOOL TOYS! Combining fun and education, these foam bath toys help your little one with their literacy skills, while the animal shapes stimulate their imagination
ÅEÅEÅE THE PERFECT CHRISTMAS GIFT for boys or girls. These educational kidÅEÄÅEs bath toys make a great gift that can be used day after day for any holiday!
ÅEÅEÅE SATISFACTION GUARANTEED! If for any reason youÅEÄÅEre not satisfied with these foam letters, simply contact us for a no hassle refund.","Product information
Product Dimensions 9.7 x 2.8 x 9.7 inches
Item Weight 11.4 ounces
Shipping Weight 13.6 ounces (View shipping rates and policies)
ASIN B07D5C434Q
Item model number BL-501
Manufacturer recommended age 3 years and up
Best Sellers Rank #25,895 in Toys & Games (See Top 100 in Toys & Games)
#163 in Preschool Bath Toys
#246 in Bathtub Toys
Customer Reviews
49 ratings
4.8 out of 5 stars
Warranty & Support
Product Warranty: For warranty information about this product, please click here
Feedback
If you are a seller for this product, would you like to suggest updates through seller support?
Would you like to tell us about a lower price?",40,13.6,ounces,9.7,2.8,9.7
,https://www.amazon.com/dp/B07QG9SY7T/ref=sspa_dk_detail_5?psc=1&pd_rd_i=B07QG9SY7T&pd_rd_w=HqRQ3&pf_rd_p=45a72588-80f7-4414-9851-786f6c16d42b&pd_rd_wg=biEGK&pf_rd_r=SGP9ZPKQGV0DGWGHW224&pd_rd_r=ea6d51e6-a454-462d-85de-da8680442412&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFJRDFNVk1MVzNFSFYmZW5jcnlwdGVkSWQ9QTA5Mjc4MzMxWDlCTUo5VlhGUzZUJmVuY3J5cHRlZEFkSWQ9QTA3Nzk1NjgzTjdLMTY0R0g4OFE1JndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,25.99,"Gizmovine Baby Bath Toys Fishing Game Bathtub Toys for Toddlers, Bath Tub Toddler Toys Fish Rod Fish Net Game in Bathtub Bathroom Pool Bath Time Kids Toys for Boys Girls","Bath Time Fun: The cute whale can float in the water and not easy to be submerged. The fish are easy to ÅEÄÅEcatchÅEÄÅE by the strong magnet, kids would try to hook fishes, at first f","Product information
Package Dimensions 10.6 x 7.8 x 4.1 inches
Item Weight 1.6 pounds
Shipping Weight 1.6 pounds (View shipping rates and policies)
ASIN B07QG9SY7T
Manufacturer recommended age 3 months and up
Best Sellers Rank #61,178 in Toys & Games (See Top 100 in Toys & Games)
#502 in Bathtub Toys
Customer Reviews
41 ratings
4.3 out of 5 stars
Warranty & Support
Product Warranty: For warranty information about this product, please click here
Feedback
If you are a seller for this product, would you like to suggest updates through seller support?
Would you like to tell us about a lower price?",40,1.6,pounds,10.6,4.1,7.8
,https://www.amazon.com/dp/B07S68PZ6W/ref=sspa_dk_detail_4?psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUE5UFdFWEFQUEVFRjkmZW5jcnlwdGVkSWQ9QTAyMTQ1MDdBUUgwU09WVUJYWkMmZW5jcnlwdGVkQWRJZD1BMDUxMDU2MTFMU01VSVYyQlQ3T0smd2lkZ2V0TmFtZT1zcF9kZXRhaWwyJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,23.99,"Portable Baby Inflatable Tub, Cartoon Pattern Non-Slip Anti-Fall Inflatable Folding Collapsible Baby Bath Tub (Pink) ÅEÄ¶","ÅEÅEÅEÅEÅEÅEÅEÅEÅEPortable collapsible inflatable baby tub for infants from 1 to 48 months.
ÅEÅEÅEÅEÅEÅEÅEÅEÅEIt is made of European and American standard non-toxic PVC material, thick and durable, so his weight is 1.8 pounds.Folds compactly for traveling and storage
ÅEÅEÅEÅEÅEÅEÅEÅEÅEThe bottom of the texture keeps the baby from slipping. There is a convenient drain plug at the bottom for easy water release. After the hot water is added, the water temperature is displayed on the ÅEÄÅEHOTÅEÄÅE, indicating that the water temperature is too high.
ÅEÅEÅEÅEÅEÅEÅEÅEÅEWe pride ourselves on providing high quality products. If you are not satisfied with the goods, we guarantee a 100% refund. And willing to accept your opinion.","Product information
Color:Pink
Package Dimensions 11.9 x 10.1 x 2 inches
Item Weight 1.8 pounds
Shipping Weight 1.8 pounds (View shipping rates and policies)
ASIN B07S68PZ6W
Best Sellers Rank #138,153 in Toys & Games (See Top 100 in Toys & Games)
#974 in Bathtub Toys
Customer Reviews
11 ratings
4.0 out of 5 stars
Warranty & Support
Product Warranty: For warranty information about this product, please click here
Feedback
If you are a seller for this product, would you like to suggest updates through seller support?
Would you like to tell us about a lower price?",69,1.8,pounds,11.9,2,10.1
,https://www.amazon.com/dp/B07S98N2NX/ref=sspa_dk_detail_0?psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFSSjM1UUdQUzhRSjcmZW5jcnlwdGVkSWQ9QTAyNTg1NzQxNjI0R1lESVpORTY0JmVuY3J5cHRlZEFkSWQ9QTA1MTA0MDVaN1VDVEgzTTJYNFImd2lkZ2V0TmFtZT1zcF9kZXRhaWwyJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,23.99,"Portable Baby Inflatable Tub, Cartoon Pattern Non-Slip Anti-Fall Inflatable Folding Collapsible Baby Bath Tub (Yellow) ÅEÄ¶","ÅEÅEÅEÅEÅEÅEÅEÅEÅEPortable collapsible inflatable baby tub for infants from 1 to 48 months.
ÅEÅEÅEÅEÅEÅEÅEÅEÅEIt is made of European and American standard non-toxic PVC material, thick and durable, so his weight is 1.8 pounds.Folds compactly for traveling and storage
ÅEÅEÅEÅEÅEÅEÅEÅEÅEThe bottom of the texture keeps the baby from slipping. There is a convenient drain plug at the bottom for easy water release. After the hot water is added, the water temperature is displayed on the ÅEÄÅEHOTÅEÄÅE, indicating that the water temperature is too high.
ÅEÅEÅEÅEÅEÅEÅEÅEÅEWe pride ourselves on providing high quality products. If you are not satisfied with the goods, we guarantee a 100% refund. And willing to accept your opinion.","Product information
Color:Yellow
Package Dimensions 11.9 x 10 x 2.7 inches
Item Weight 1.78 pounds
Shipping Weight 1.78 pounds (View shipping rates and policies)
ASIN B07S98N2NX
Best Sellers Rank #136,795 in Toys & Games (See Top 100 in Toys & Games)
#965 in Bathtub Toys
Customer Reviews
11 ratings
4.0 out of 5 stars
Warranty & Support
Product Warranty: For warranty information about this product, please click here
Feedback
If you are a seller for this product, would you like to suggest updates through seller support?
Would you like to tell us about a lower price?",69,1.78,pounds,11.9,2.7,10
,https://www.amazon.com/dp/B075VZG9L9/ref=sspa_dk_detail_9?psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFSSjM1UUdQUzhRSjcmZW5jcnlwdGVkSWQ9QTAyNTg1NzQxNjI0R1lESVpORTY0JmVuY3J5cHRlZEFkSWQ9QTA3OTQwOTEzVzJVNU1QVDNLTkVWJndpZGdldE5hbWU9c3BfZGV0YWlsMiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,29.95,Cuddles Soft Baby Bath Pillow & Lounger (Gray),"87% polyester/13% spandex
The BEST way for baby to bathe and lounge
Soft sides and deeply contoured to safely cradle baby while bathing and lounging
Sturdy Loop at the top for convenient storage and drying
Super soft and cuddly to keep baby happy and comfortable during bath time & lounging around
Head is elevated keeping water out of baby's ears",NA,69,11.2,ounces,17,4,13
,https://www.amazon.com/dp/B07SKWX36K/ref=sspa_dk_detail_7?psc=1&pd_rd_i=B07SKWX36K&pd_rd_w=Z45mN&pf_rd_p=45a72588-80f7-4414-9851-786f6c16d42b&pd_rd_wg=RW8dt&pf_rd_r=H20X9NJWNW3W3SZYNW15&pd_rd_r=80d4bd56-19c4-40a1-a913-76391b275847&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzNUNNVU9WSDcySjJZJmVuY3J5cHRlZElkPUEwOTQwNTc4TTVKTUMzNkU4N1QxJmVuY3J5cHRlZEFkSWQ9QTA3ODQ1MDQxN1dFTlZZUU9ZTUQ1JndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,32.99,"Baby Bath Kneeler and Elbow Rest Pad for Baby Bath Time by Alpinee | 1.5"" Thick Non-Slip Pads for Parents Comfort |4X Extra Strong Suction Cups for Baby Bathtub Support & Bathtub Accessories","˚˚˚˚ COMFORT:  Our kneeling and elbow pads are made from high quality materials that ensure optimum comfort and enjoyable bath time for both baby and parent. The thick 1.5inch cushioning offers support to the knees while you are bathing baby and the elbow pads are cleverly designed to fit any bathtub and offer even further comfort with 2 inches of cushioning.
˚˚˚˚ SAFETY & NON SLIP:  Our waterproof kneeling and elbow pads help make bathtime safer by offering strong, sturdy suction caps/cups and non-slip rubberized backing to prevent movement in a wet bathroom.
˚˚˚˚ CONVENIENCE:  Our bathtime kneeler and elbow pads are completely detachable and the clever foldaway design allows for easy storage. There are also two mesh pockets to store bath toys or face cloths, keeping your bathroom tidy and organised.
˚˚˚˚ PERFECT SIZE:  The kneeling pad measures 22x11 inches making it comfortable for either Mum or Dad to use at bath time whilst not taking up too much space in the bathroom. The elbow pad measures 22x17 inches and will fit most standard baths. It provides plenty of resting space for parents and provides ample cushioning as they lean over the bathtub.
ÅEÅEÅEØ MONEY BACK GUARANTEE:  1 YEAR MONEY BACK GUARANTEE ensures your satisfaction. If youÅEÄÅEre not delighted with the comfort quality and convenience of the product, you can return it for a full refund.",NA,7697,1.7,pounds,11,6.5,11
,https://www.amazon.com/dp/B07T5CC7Y8/ref=sspa_dk_detail_0?psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzM1BBQ0I3VUY3N1RCJmVuY3J5cHRlZElkPUEwMjg2MDY0MVVOVVFWSlVTMlVJQyZlbmNyeXB0ZWRBZElkPUEwOTE2NTg1MlZUQ0JQOUo5V1A3MCZ3aWRnZXROYW1lPXNwX2RldGFpbDImYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,32.99,"Gizmovine Baby Bath Toys for Toddlers, Bathtub Toys for Boys and Girls, Safe Submarine Bath Toy Boat Bath Time Squirt Water Toys with Hand Shower and More","Safe Toy: The bath toy is made of high-quality material, free from BPA, PVC, and Phthalates. It is tested by ASTM, CPSIA, CPC, and all passed
Easy To Install and Use: The submarine spray station has a strong suction cup at the backside, just attach the suction cups on the tub. water is drawn through the submarine to the diver shower head creating a safe, steady stream
Smooth Edges: The edges of the bathtub toy are smooth and well finished. You don't have to worry about babies getting hurt. The bath toy for toddlers can be used for everyday bath activities. It is great for babies 18 months old and up
Basic Early Education: Spray bathtub fountain toy encourages your child to independent play and exploration during bath time. they are also great for children to grow hand-eye coordination, motor skills and shape recognition
What You Get: GizmoVine baby water spray toys for toddlers kids 1 2 3 years old, our worry-free 90-day warranty and friendly customer service","Product information
Style:submarine bath toy
Package Dimensions 9.2 x 6.7 x 3.6 inches
Item Weight 1.3 pounds
Shipping Weight 1.3 pounds (View shipping rates and policies)
ASIN B07T5CC7Y8
Manufacturer recommended age 12 months and up
Best Sellers Rank #14,726 in Toys & Games (See Top 100 in Toys & Games)
#78 in Baby Bath Toys
#146 in Bathtub Toys
Customer Reviews
44 ratings
3.4 out of 5 stars
Warranty & Support
Product Warranty: For warranty information about this product, please click here
Feedback
If you are a seller for this product, would you like to suggest updates through seller support?
Would you like to tell us about a lower price?",293,1.3,pounds,9.2,3.6,6.7
